award_id,request_id,award_date,category_l1,category_l2,country,business_unit,supplier_id,supplier_name,total_value,currency,quantity,required_by_date,awarded,award_rank,decision_rationale,policy_compliant,preferred_supplier_used,escalation_required,escalated_to,savings_pct,lead_time_days,risk_score_at_award,notes
AWD-000220,REQ-000078,2026-03-27,Professional Services,Cloud Architecture Consulting,BE,Corporate Services,SUP-0031,Capgemini Consulting,473800.0,EUR,400.0,2026-05-29,False,3,Selected due to policy compliance and supplier capability,True,True,False,Procurement Manager,0.0,14,24,
AWD-000221,REQ-000079,2026-02-06,Professional Services,Cloud Architecture Consulting,CH,Digital Workplace,SUP-0035,Visium Data Engineering,96256.0,CHF,80.0,2026-03-05,True,1,Strong incumbent performance and acceptable commercial terms,True,False,True,Procurement Manager,6.3,22,11,
AWD-000222,REQ-000079,2026-02-06,Professional Services,Cloud Architecture Consulting,CH,Digital Workplace,SUP-0032,Thoughtworks Europe,107520.0,CHF,80.0,2026-03-05,False,2,Selected due to policy compliance and supplier capability,True,False,True,Head of Strategic Sourcing,0.0,22,17,
AWD-000223,REQ-000079,2026-02-17,Professional Services,Cloud Architecture Consulting,CH,Digital Workplace,SUP-0030,Accenture Advisory Europe,114688.0,CHF,80.0,2026-03-05,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,True,Head of Strategic Sourcing,0.0,23,20,
AWD-000224,REQ-000080,2026-02-16,Facilities,Workstations and Desks,PL,Corporate Services,SUP-0022,Herman Miller Contract,111150.0,EUR,150.0,2026-02-26,True,1,Best compliant combination of price and lead time,True,False,True,,5.8,23,17,
AWD-000225,REQ-000080,2026-02-19,Facilities,Workstations and Desks,PL,Corporate Services,SUP-0020,Kinnarps Workplace,97500.0,EUR,150.0,2026-02-26,False,2,Not selected due to higher risk or weaker commercial position,True,True,True,,0.0,24,17,
AWD-000226,REQ-000080,2026-02-09,Facilities,Workstations and Desks,PL,Corporate Services,SUP-0021,Steelcase Europe,104325.0,EUR,150.0,2026-02-26,False,3,Best compliant combination of price and lead time,True,True,True,Head of Category,0.0,26,23,
AWD-000227,REQ-000081,2026-03-10,Professional Services,Data Engineering Services,PL,Data & Analytics,SUP-0030,Accenture Advisory Europe,108416.0,EUR,80.0,2026-05-09,True,1,Strong incumbent performance and acceptable commercial terms,True,True,True,Head of Strategic Sourcing,6.9,23,23,
AWD-000228,REQ-000081,2026-03-13,Professional Services,Data Engineering Services,PL,Data & Analytics,SUP-0032,Thoughtworks Europe,101640.0,EUR,80.0,2026-05-09,False,2,Selected due to policy compliance and supplier capability,True,False,True,Head of Category,0.0,22,22,
AWD-000229,REQ-000081,2026-03-04,Professional Services,Data Engineering Services,PL,Data & Analytics,SUP-0031,Capgemini Consulting,99704.0,EUR,80.0,2026-05-09,False,3,Not selected due to higher risk or weaker commercial position,True,True,True,Head of Category,0.0,25,19,
AWD-000230,REQ-000082,2026-01-19,IT,Cloud Storage,BE,Cybersecurity,SUP-0010,Azure Enterprise,48000.0,EUR,2000.0,2026-02-02,True,1,Strong incumbent performance and acceptable commercial terms,True,True,False,Head of Strategic Sourcing,6.6,29,17,
AWD-000231,REQ-000082,2026-01-26,IT,Cloud Storage,BE,Cybersecurity,SUP-0012,Google Cloud Europe,46080.0,EUR,2000.0,2026-02-02,False,2,Best compliant combination of price and lead time,True,False,False,,0.0,27,23,
AWD-000232,REQ-000082,2026-01-26,IT,Cloud Storage,BE,Cybersecurity,SUP-0011,AWS Enterprise EMEA,46560.0,EUR,2000.0,2026-02-02,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,0.0,29,20,
AWD-000233,REQ-000083,2026-02-07,IT,Accessories Bundles,PL,Facilities,SUP-0004,Apple Business Channel,76560.0,EUR,600.0,2026-02-09,True,1,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Strategic Sourcing,7.3,17,20,
AWD-000234,REQ-000083,2026-02-15,IT,Accessories Bundles,PL,Facilities,SUP-0007,Bechtle Workplace Solutions,66816.0,EUR,600.0,2026-02-09,False,2,Selected due to policy compliance and supplier capability,True,True,False,Head of Category,0.0,17,16,
AWD-000235,REQ-000083,2026-02-20,IT,Accessories Bundles,PL,Facilities,SUP-0003,Lenovo Commercial EU,68208.0,EUR,600.0,2026-02-09,False,3,Not selected due to higher risk or weaker commercial position,True,True,False,Procurement Manager,0.0,19,23,
AWD-000236,REQ-000084,2026-04-17,Marketing,Social Media Advertising,AT,Marketing,SUP-0041,Publicis Digital Europe,154500.0,EUR,1.0,2026-04-23,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,Procurement Manager,0.0,23,17,
AWD-000237,REQ-000084,2026-04-07,Marketing,Social Media Advertising,AT,Marketing,SUP-0042,DEPT Agency,144000.0,EUR,1.0,2026-04-23,False,2,Strong incumbent performance and acceptable commercial terms,True,False,False,Procurement Manager,0.0,22,20,
AWD-000238,REQ-000084,2026-04-20,Marketing,Social Media Advertising,AT,Marketing,SUP-0043,Monks Europe,147000.0,EUR,1.0,2026-04-23,False,3,Best compliant combination of price and lead time,True,False,False,,0.0,21,20,
AWD-000239,REQ-000085,2026-01-13,IT,Cloud Storage,AT,Infrastructure,SUP-0010,Azure Enterprise,7200.0,EUR,300.0,2026-01-23,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Strategic Sourcing,7.0,29,17,
AWD-000240,REQ-000085,2026-01-14,IT,Cloud Storage,AT,Infrastructure,SUP-0014,Swiss Sovereign Cloud,7776.0,EUR,300.0,2026-01-23,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Category,0.0,29,16,
AWD-000241,REQ-000085,2026-01-13,IT,Cloud Storage,AT,Infrastructure,SUP-0012,Google Cloud Europe,6912.0,EUR,300.0,2026-01-23,False,3,Best compliant combination of price and lead time,True,False,False,Head of Strategic Sourcing,0.0,27,23,
AWD-000242,REQ-000086,2026-03-27,IT,Replacement / Break-Fix Pool Devices,ES,Infrastructure,SUP-0001,Dell Enterprise Europe,5460000.0,EUR,6000.0,2026-05-08,True,1,Selected due to policy compliance and supplier capability,True,True,False,Head of Category,6.6,14,17,
AWD-000243,REQ-000086,2026-04-09,IT,Replacement / Break-Fix Pool Devices,ES,Infrastructure,SUP-0006,Panasonic Toughbook Europe,5896800.0,EUR,6000.0,2026-05-08,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,,0.0,13,23,
AWD-000244,REQ-000086,2026-03-30,IT,Replacement / Break-Fix Pool Devices,ES,Infrastructure,SUP-0007,Bechtle Workplace Solutions,5241600.0,EUR,6000.0,2026-05-08,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Head of Category,0.0,16,19,
AWD-000245,REQ-000087,2026-02-22,Facilities,Reception and Lounge Furniture,CH,Global IT,SUP-0022,Herman Miller Contract,205200.0,CHF,12.0,2026-04-05,True,1,Not selected due to higher risk or weaker commercial position,True,False,True,Head of Strategic Sourcing,4.7,10,17,
AWD-000246,REQ-000087,2026-03-06,Facilities,Reception and Lounge Furniture,CH,Global IT,SUP-0020,Kinnarps Workplace,180000.0,CHF,12.0,2026-04-05,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,True,True,Head of Category,0.0,9,14,
AWD-000247,REQ-000087,2026-02-22,Facilities,Reception and Lounge Furniture,CH,Global IT,SUP-0021,Steelcase Europe,192600.0,CHF,12.0,2026-04-05,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,True,Procurement Manager,0.0,9,17,
AWD-000248,REQ-000088,2026-02-02,IT,Cloud Security Services,IT,Facilities,SUP-0010,Azure Enterprise,97600.0,EUR,8000.0,2026-01-29,False,1,Strong incumbent performance and acceptable commercial terms,True,True,True,Head of Category,0.0,20,14,
AWD-000249,REQ-000088,2026-01-24,IT,Cloud Security Services,IT,Facilities,SUP-0014,Swiss Sovereign Cloud,105440.0,EUR,8000.0,2026-01-29,False,2,Best compliant combination of price and lead time,True,False,True,Procurement Manager,0.0,17,14,
AWD-000250,REQ-000088,2026-01-25,IT,Cloud Security Services,IT,Facilities,SUP-0011,AWS Enterprise EMEA,94640.0,EUR,8000.0,2026-01-29,False,3,Strong incumbent performance and acceptable commercial terms,True,False,True,Procurement Manager,0.0,20,24,
AWD-000251,REQ-000089,2026-04-20,Professional Services,Data Engineering Services,ES,Regional IT EU,SUP-0030,Accenture Advisory Europe,774144.0,EUR,640.0,2026-06-08,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,True,Head of Category,4.2,14,23,
AWD-000252,REQ-000089,2026-05-01,Professional Services,Data Engineering Services,ES,Regional IT EU,SUP-0032,Thoughtworks Europe,725760.0,EUR,640.0,2026-06-08,False,2,Not selected due to higher risk or weaker commercial position,True,False,True,Procurement Manager,0.0,12,22,
AWD-000253,REQ-000089,2026-04-29,Professional Services,Data Engineering Services,ES,Regional IT EU,SUP-0031,Capgemini Consulting,711936.0,EUR,640.0,2026-06-08,False,3,Selected due to policy compliance and supplier capability,True,True,True,Procurement Manager,0.0,15,19,
AWD-000254,REQ-000090,2026-03-08,Professional Services,IT Project Management Services,BE,Digital Workplace,SUP-0030,Accenture Advisory Europe,1120000.0,EUR,1000.0,2026-04-16,True,1,Strong incumbent performance and acceptable commercial terms,True,True,True,Procurement Manager,5.3,13,25,
AWD-000255,REQ-000090,2026-02-21,Professional Services,IT Project Management Services,BE,Digital Workplace,SUP-0031,Capgemini Consulting,1030000.0,EUR,1000.0,2026-04-16,False,2,Strong incumbent performance and acceptable commercial terms,True,True,True,Procurement Manager,0.0,14,22,
AWD-000256,REQ-000091,2026-03-02,Facilities,Storage Cabinets,PL,Cybersecurity,SUP-0020,Kinnarps Workplace,6200.0,EUR,20.0,2026-03-01,True,1,Selected due to policy compliance and supplier capability,True,True,False,Head of Strategic Sourcing,9.3,29,17,
AWD-000257,REQ-000091,2026-02-22,Facilities,Storage Cabinets,PL,Cybersecurity,SUP-0023,IKEA Business,5332.0,EUR,20.0,2026-03-01,False,2,Not selected due to higher risk or weaker commercial position,True,False,False,,0.0,27,23,
AWD-000258,REQ-000092,2026-05-04,Facilities,Reception and Lounge Furniture,NL,Regional IT EU,SUP-0022,Herman Miller Contract,58140.0,EUR,3.0,2026-04-24,True,1,Best compliant combination of price and lead time,True,False,True,Head of Category,3.3,17,17,
AWD-000259,REQ-000092,2026-05-06,Facilities,Reception and Lounge Furniture,NL,Regional IT EU,SUP-0020,Kinnarps Workplace,51000.0,EUR,3.0,2026-04-24,False,2,Best compliant combination of price and lead time,True,True,True,Head of Category,0.0,19,14,
AWD-000260,REQ-000092,2026-05-04,Facilities,Reception and Lounge Furniture,NL,Regional IT EU,SUP-0021,Steelcase Europe,54570.0,EUR,3.0,2026-04-24,False,3,Best compliant combination of price and lead time,True,True,True,,0.0,19,17,
AWD-000261,REQ-000093,2026-05-02,Professional Services,Cloud Architecture Consulting,FR,Cybersecurity,SUP-0035,Visium Data Engineering,48128.0,EUR,40.0,2026-05-08,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,0.0,22,11,
AWD-000262,REQ-000093,2026-05-02,Professional Services,Cloud Architecture Consulting,FR,Cybersecurity,SUP-0032,Thoughtworks Europe,53760.0,EUR,40.0,2026-05-08,False,2,Best compliant combination of price and lead time,True,False,False,,0.0,22,17,
AWD-000263,REQ-000093,2026-05-09,Professional Services,Cloud Architecture Consulting,FR,Cybersecurity,SUP-0030,Accenture Advisory Europe,57344.0,EUR,40.0,2026-05-08,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,,0.0,23,20,
AWD-000264,REQ-000094,2026-02-17,IT,Replacement / Break-Fix Pool Devices,DE,Data & Analytics,SUP-0001,Dell Enterprise Europe,846000.0,EUR,900.0,2026-03-13,True,1,Selected due to policy compliance and supplier capability,True,True,False,,4.5,19,17,
AWD-000265,REQ-000094,2026-02-09,IT,Replacement / Break-Fix Pool Devices,DE,Data & Analytics,SUP-0006,Panasonic Toughbook Europe,913680.0,EUR,900.0,2026-03-13,False,2,Best compliant combination of price and lead time,True,False,False,,0.0,20,23,
AWD-000266,REQ-000094,2026-02-26,IT,Replacement / Break-Fix Pool Devices,DE,Data & Analytics,SUP-0007,Bechtle Workplace Solutions,812160.0,EUR,900.0,2026-03-13,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Procurement Manager,0.0,16,19,
AWD-000267,REQ-000095,2026-04-29,IT,Cloud Storage,DE,Cybersecurity,SUP-0010,Azure Enterprise,800000.0,EUR,40000.0,2026-07-03,True,1,Strong incumbent performance and acceptable commercial terms,True,True,False,Head of Category,3.6,26,17,
AWD-000268,REQ-000095,2026-05-07,IT,Cloud Storage,DE,Cybersecurity,SUP-0014,Swiss Sovereign Cloud,864000.0,EUR,40000.0,2026-07-03,False,2,Selected due to policy compliance and supplier capability,True,False,False,Procurement Manager,0.0,26,16,
AWD-000269,REQ-000095,2026-04-27,IT,Cloud Storage,DE,Cybersecurity,SUP-0012,Google Cloud Europe,768000.0,EUR,40000.0,2026-07-03,False,3,Strong incumbent performance and acceptable commercial terms,True,False,False,Head of Strategic Sourcing,0.0,24,23,
AWD-000270,REQ-000096,2026-04-11,Professional Services,Cloud Architecture Consulting,FR,Corporate Services,SUP-0035,Visium Data Engineering,48128.0,EUR,40.0,2026-04-29,True,1,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Strategic Sourcing,1.9,22,11,
AWD-000271,REQ-000096,2026-04-21,Professional Services,Cloud Architecture Consulting,FR,Corporate Services,SUP-0032,Thoughtworks Europe,53760.0,EUR,40.0,2026-04-29,False,2,Not selected due to higher risk or weaker commercial position,True,False,False,,0.0,22,17,
AWD-000272,REQ-000096,2026-04-06,Professional Services,Cloud Architecture Consulting,FR,Corporate Services,SUP-0030,Accenture Advisory Europe,57344.0,EUR,40.0,2026-04-29,False,3,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Strategic Sourcing,0.0,23,20,
AWD-000273,REQ-000097,2026-02-24,Facilities,Meeting Room Furniture,IT,Infrastructure,SUP-0021,Steelcase Europe,374500.0,EUR,100.0,2026-04-02,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Category,7.7,9,16,
AWD-000274,REQ-000097,2026-03-02,Facilities,Meeting Room Furniture,IT,Infrastructure,SUP-0020,Kinnarps Workplace,87500.0,EUR,25.0,2026-04-02,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Head of Category,0.0,8,16,
AWD-000275,REQ-000097,2026-02-26,Facilities,Meeting Room Furniture,IT,Infrastructure,SUP-0024,Bene Office Solutions,332500.0,EUR,100.0,2026-04-02,False,3,Best compliant combination of price and lead time,True,False,False,Procurement Manager,0.0,12,17,
AWD-000276,REQ-000098,2026-03-13,IT,Desktop Workstations,ES,Facilities,SUP-0002,HP Enterprise Devices,80190.0,EUR,30.0,2026-03-23,True,1,Selected due to policy compliance and supplier capability,True,True,False,Procurement Manager,2.6,26,18,
AWD-000277,REQ-000098,2026-03-21,IT,Desktop Workstations,ES,Facilities,SUP-0003,Lenovo Commercial EU,79380.0,EUR,30.0,2026-03-23,False,2,Not selected due to higher risk or weaker commercial position,True,True,False,Procurement Manager,0.0,27,23,
AWD-000278,REQ-000098,2026-03-16,IT,Desktop Workstations,ES,Facilities,SUP-0008,Computacenter Devices,76950.0,EUR,30.0,2026-03-23,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Category,0.0,27,27,
AWD-000279,REQ-000099,2026-02-25,IT,Docking Stations,NL,Data & Analytics,SUP-0001,Dell Enterprise Europe,145000.0,EUR,1000.0,2026-04-11,True,1,Best compliant combination of price and lead time,True,True,False,Procurement Manager,5.1,16,15,
AWD-000280,REQ-000099,2026-02-22,IT,Docking Stations,NL,Data & Analytics,SUP-0007,Bechtle Workplace Solutions,139200.0,EUR,1000.0,2026-04-11,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,,0.0,20,19,
AWD-000281,REQ-000099,2026-02-20,IT,Docking Stations,NL,Data & Analytics,SUP-0002,HP Enterprise Devices,143550.0,EUR,1000.0,2026-04-11,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Head of Category,0.0,17,26,
AWD-000282,REQ-000100,2026-04-18,Facilities,Reception and Lounge Furniture,DE,Facilities,SUP-0022,Herman Miller Contract,91200.0,EUR,5.0,2026-06-05,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,True,Procurement Manager,8.3,12,17,
AWD-000283,REQ-000100,2026-04-17,Facilities,Reception and Lounge Furniture,DE,Facilities,SUP-0020,Kinnarps Workplace,80000.0,EUR,5.0,2026-06-05,False,2,Strong incumbent performance and acceptable commercial terms,True,True,True,Head of Category,0.0,12,14,
AWD-000284,REQ-000100,2026-04-23,Facilities,Reception and Lounge Furniture,DE,Facilities,SUP-0021,Steelcase Europe,85600.0,EUR,5.0,2026-06-05,False,3,Not selected due to higher risk or weaker commercial position,True,True,True,Head of Strategic Sourcing,0.0,16,17,
AWD-000285,REQ-000101,2026-02-20,Marketing,Search Engine Marketing (SEM),BE,Infrastructure,SUP-0044,Artefact Analytics,320000.0,EUR,2.0,2026-04-08,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,,6.7,18,17,
AWD-000286,REQ-000101,2026-02-23,Marketing,Search Engine Marketing (SEM),BE,Infrastructure,SUP-0040,WPP Performance Media,326400.0,EUR,2.0,2026-04-08,False,2,Best compliant combination of price and lead time,True,True,False,Head of Strategic Sourcing,0.0,18,18,
AWD-000287,REQ-000101,2026-02-08,Marketing,Search Engine Marketing (SEM),BE,Infrastructure,SUP-0041,Publicis Digital Europe,329600.0,EUR,2.0,2026-04-08,False,3,Strong incumbent performance and acceptable commercial terms,True,True,False,Head of Category,0.0,17,19,
AWD-000288,REQ-000102,2026-04-20,IT,Cloud Storage,FR,Cybersecurity,SUP-0010,Azure Enterprise,240.0,EUR,10.0,2026-05-27,True,1,Best compliant combination of price and lead time,True,True,False,,8.2,29,17,
AWD-000289,REQ-000102,2026-05-05,IT,Cloud Storage,FR,Cybersecurity,SUP-0014,Swiss Sovereign Cloud,648.0,EUR,25.0,2026-05-27,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,0.0,29,16,
AWD-000290,REQ-000102,2026-05-08,IT,Cloud Storage,FR,Cybersecurity,SUP-0012,Google Cloud Europe,230.4,EUR,10.0,2026-05-27,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,0.0,27,23,
AWD-000291,REQ-000103,2026-03-13,Professional Services,Cybersecurity Advisory,IT,Regional IT EU,SUP-0030,Accenture Advisory Europe,32480.0,EUR,20.0,2026-03-08,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Category,6.5,28,21,
AWD-000292,REQ-000103,2026-03-03,Professional Services,Cybersecurity Advisory,IT,Regional IT EU,SUP-0033,Deloitte Technology Advisory,31320.0,EUR,20.0,2026-03-08,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Category,0.0,26,22,
AWD-000293,REQ-000103,2026-03-04,Professional Services,Cybersecurity Advisory,IT,Regional IT EU,SUP-0031,Capgemini Consulting,29870.0,EUR,20.0,2026-03-08,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,,0.0,29,19,
AWD-000294,REQ-000104,2026-02-20,IT,Cloud Compute,CH,Facilities,SUP-0012,Google Cloud Europe,1075.2,CHF,8000.0,2026-03-25,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Category,7.9,28,15,
AWD-000295,REQ-000104,2026-03-08,IT,Cloud Compute,CH,Facilities,SUP-0014,Swiss Sovereign Cloud,1209.6,CHF,8000.0,2026-03-25,False,2,Best compliant combination of price and lead time,True,False,False,,0.0,28,11,
AWD-000296,REQ-000104,2026-03-08,IT,Cloud Compute,CH,Facilities,SUP-0010,Azure Enterprise,1120.0,CHF,8000.0,2026-03-25,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Head of Strategic Sourcing,0.0,27,17,
AWD-000297,REQ-000105,2026-01-20,IT,Laptops,ES,Infrastructure,SUP-0001,Dell Enterprise Europe,78400.0,EUR,80.0,2026-01-10,True,1,Strong incumbent performance and acceptable commercial terms,True,True,True,Head of Strategic Sourcing,6.8,27,16,
AWD-000298,REQ-000105,2026-01-07,IT,Laptops,ES,Infrastructure,SUP-0004,Apple Business Channel,86240.0,EUR,80.0,2026-01-10,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,True,Procurement Manager,0.0,27,22,
AWD-000299,REQ-000105,2026-01-18,IT,Laptops,ES,Infrastructure,SUP-0002,HP Enterprise Devices,77616.0,EUR,80.0,2026-01-10,False,3,Strong incumbent performance and acceptable commercial terms,True,True,True,Head of Category,0.0,27,18,
AWD-000300,REQ-000106,2026-05-01,IT,Cloud Networking,FR,Global IT,SUP-0010,Azure Enterprise,4800.0,EUR,150000.0,2026-05-07,True,1,Strong incumbent performance and acceptable commercial terms,True,True,False,,4.2,19,17,
AWD-000301,REQ-000106,2026-05-09,IT,Cloud Networking,FR,Global IT,SUP-0013,OVHcloud Enterprise,4320.0,EUR,150000.0,2026-05-07,False,2,Selected due to policy compliance and supplier capability,True,False,False,Head of Category,0.0,19,15,
AWD-000302,REQ-000106,2026-05-10,IT,Cloud Networking,FR,Global IT,SUP-0012,Google Cloud Europe,4605.0,EUR,150000.0,2026-05-07,False,3,Best compliant combination of price and lead time,True,False,False,Head of Category,0.0,20,21,
AWD-000303,REQ-000107,2026-05-03,Professional Services,Cybersecurity Advisory,IT,Marketing,SUP-0030,Accenture Advisory Europe,123648.0,EUR,80.0,2026-04-20,True,1,Strong incumbent performance and acceptable commercial terms,True,True,True,Procurement Manager,6.5,25,21,
AWD-000304,REQ-000107,2026-05-01,Professional Services,Cybersecurity Advisory,IT,Marketing,SUP-0033,Deloitte Technology Advisory,119232.0,EUR,80.0,2026-04-20,False,2,Not selected due to higher risk or weaker commercial position,True,False,True,,0.0,26,22,
AWD-000305,REQ-000107,2026-04-25,Professional Services,Cybersecurity Advisory,IT,Marketing,SUP-0031,Capgemini Consulting,113712.0,EUR,80.0,2026-04-20,False,3,Best compliant combination of price and lead time,True,True,True,Procurement Manager,0.0,22,19,
AWD-000306,REQ-000108,2026-03-16,IT,Accessories Bundles,NL,Data & Analytics,SUP-0004,Apple Business Channel,76560.0,EUR,600.0,2026-04-08,True,1,Selected due to policy compliance and supplier capability,True,False,True,,8.8,17,20,
AWD-000307,REQ-000108,2026-03-20,IT,Accessories Bundles,NL,Data & Analytics,SUP-0007,Bechtle Workplace Solutions,66816.0,EUR,600.0,2026-04-08,False,2,Not selected due to higher risk or weaker commercial position,True,True,True,Procurement Manager,0.0,17,16,
AWD-000308,REQ-000108,2026-03-27,IT,Accessories Bundles,NL,Data & Analytics,SUP-0003,Lenovo Commercial EU,68208.0,EUR,600.0,2026-04-08,False,3,Selected due to policy compliance and supplier capability,True,True,True,Head of Strategic Sourcing,0.0,19,23,
AWD-000309,REQ-000109,2026-01-23,IT,Accessories Bundles,DE,Regional IT EU,SUP-0004,Apple Business Channel,40260.0,EUR,300.0,2026-03-07,True,1,Best compliant combination of price and lead time,True,False,True,Procurement Manager,5.0,25,20,
AWD-000310,REQ-000109,2026-01-31,IT,Accessories Bundles,DE,Regional IT EU,SUP-0007,Bechtle Workplace Solutions,35136.0,EUR,300.0,2026-03-07,False,2,Not selected due to higher risk or weaker commercial position,True,True,True,Procurement Manager,0.0,22,16,
AWD-000311,REQ-000109,2026-02-02,IT,Accessories Bundles,DE,Regional IT EU,SUP-0003,Lenovo Commercial EU,35868.0,EUR,300.0,2026-03-07,False,3,Selected due to policy compliance and supplier capability,True,True,True,Head of Strategic Sourcing,0.0,25,23,
AWD-000312,REQ-000110,2026-03-15,IT,Replacement / Break-Fix Pool Devices,CH,Marketing,SUP-0001,Dell Enterprise Europe,81600.0,CHF,80.0,2026-03-22,True,1,Strong incumbent performance and acceptable commercial terms,True,True,False,Head of Strategic Sourcing,0.0,26,17,
AWD-000313,REQ-000110,2026-03-30,IT,Replacement / Break-Fix Pool Devices,CH,Marketing,SUP-0006,Panasonic Toughbook Europe,88128.0,CHF,80.0,2026-03-22,False,2,Best compliant combination of price and lead time,True,False,False,,0.0,28,23,
AWD-000314,REQ-000110,2026-03-20,IT,Replacement / Break-Fix Pool Devices,CH,Marketing,SUP-0007,Bechtle Workplace Solutions,78336.0,CHF,80.0,2026-03-22,False,3,Best compliant combination of price and lead time,True,True,False,Head of Category,0.0,29,19,
AWD-000315,REQ-000111,2026-02-20,IT,Mobile Workstations,AT,Infrastructure,SUP-0001,Dell Enterprise Europe,46000.0,EUR,20.0,2026-04-11,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Strategic Sourcing,2.1,28,15,
AWD-000316,REQ-000111,2026-03-02,IT,Mobile Workstations,AT,Infrastructure,SUP-0002,HP Enterprise Devices,45540.0,EUR,20.0,2026-04-11,False,2,Selected due to policy compliance and supplier capability,True,True,False,Head of Strategic Sourcing,0.0,28,18,
AWD-000317,REQ-000111,2026-03-07,IT,Mobile Workstations,AT,Infrastructure,SUP-0008,Computacenter Devices,43700.0,EUR,20.0,2026-04-11,False,3,Best compliant combination of price and lead time,True,False,False,,0.0,26,29,
AWD-000318,REQ-000112,2026-02-10,IT,Laptops,DE,Cybersecurity,SUP-0001,Dell Enterprise Europe,1335000.0,EUR,1500.0,2026-03-28,True,1,Strong incumbent performance and acceptable commercial terms,True,True,False,Procurement Manager,5.4,19,16,
AWD-000319,REQ-000112,2026-01-30,IT,Laptops,DE,Cybersecurity,SUP-0004,Apple Business Channel,1468500.0,EUR,1500.0,2026-03-28,False,2,Selected due to policy compliance and supplier capability,True,False,False,Procurement Manager,0.0,17,22,
AWD-000320,REQ-000112,2026-02-05,IT,Laptops,DE,Cybersecurity,SUP-0002,HP Enterprise Devices,1321650.0,EUR,1500.0,2026-03-28,False,3,Selected due to policy compliance and supplier capability,True,True,False,,0.0,19,18,
AWD-000321,REQ-000113,2026-03-20,Marketing,Search Engine Marketing (SEM),FR,Corporate Services,SUP-0044,Artefact Analytics,870000.0,EUR,6.0,2026-05-14,True,1,Best compliant combination of price and lead time,True,False,False,Procurement Manager,7.7,12,17,
AWD-000322,REQ-000113,2026-03-28,Marketing,Search Engine Marketing (SEM),FR,Corporate Services,SUP-0040,WPP Performance Media,887400.0,EUR,6.0,2026-05-14,False,2,Not selected due to higher risk or weaker commercial position,True,True,False,Procurement Manager,0.0,12,18,
AWD-000323,REQ-000113,2026-03-17,Marketing,Search Engine Marketing (SEM),FR,Corporate Services,SUP-0041,Publicis Digital Europe,896100.0,EUR,6.0,2026-05-14,False,3,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Category,0.0,13,19,
AWD-000324,REQ-000114,2026-02-08,IT,Managed Cloud Platform Services,PL,Infrastructure,SUP-0010,Azure Enterprise,2200000.0,EUR,100.0,2026-03-11,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Head of Strategic Sourcing,7.9,27,12,
AWD-000325,REQ-000114,2026-02-07,IT,Managed Cloud Platform Services,PL,Infrastructure,SUP-0011,AWS Enterprise EMEA,2134000.0,EUR,100.0,2026-03-11,False,2,Selected due to policy compliance and supplier capability,True,False,False,Procurement Manager,0.0,29,21,
AWD-000326,REQ-000114,2026-02-01,IT,Managed Cloud Platform Services,PL,Infrastructure,SUP-0012,Google Cloud Europe,2112000.0,EUR,100.0,2026-03-11,False,3,Selected due to policy compliance and supplier capability,True,False,False,Procurement Manager,0.0,29,21,
